Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
62992_Customer Group_3018,Business Solutions,Contact Center Solutions,1147.9002,1,3
62992_Customer Group_3018,Digital Transformation Services,Cloud-native Development,171.6078,1,3
62992_Customer Group_3018,IoT and Smart Solutions,Environmental Monitoring Services,378.0808,1,3
63073_Customer Group_2187,Mobile Services,Mobile Plans (Postpaid),21606.3288,1,2
63073_Customer Group_2187,Television and Entertainment,Sports Subscription Packages,3885.0,1,2
63186_Customer Group_1281,Business Solutions,Contact Center Solutions,146.7338,1,2
63186_Customer Group_1281,Data and Analytics,Predictive Analytics,531.9617,1,2
63186_Customer Group_1281,IoT and Smart Solutions,Environmental Monitoring Services,57.171,1,2
63186_Customer Group_1281,Mobile Services,Family Mobile Plans,15.8627,1,2
63186_Customer Group_1281,Mobile Services,GPS Tracking Services,7901.6589,2,2
63186_Customer Group_1281,Mobile Services,Mobile Plans (Prepaid),519.3815999999999,2,2
63186_Customer Group_1281,Network and Infrastructure,Network Design Services,96.3168,1,2
63186_Customer Group_1281,Network and Infrastructure,Network Equipment Sales,686.3774,2,2
63186_Customer Group_1281,Network and Infrastructure,Network Monitoring Services,204.765,1,2
63186_Customer Group_1281,Network and Infrastructure,Wholesale Telecom Services,147.1316,1,2
63186_Customer Group_1281,Television and Entertainment,Kids Entertainment Packages,88.3476,1,2
63248_Customer Group_1128,Cloud and Hosting Services,Application Hosting Services,85.08,1,5
63248_Customer Group_1128,IoT and Smart Solutions,Smart City Solutions,29.624,1,5
63248_Customer Group_1128,Mobile Services,Mobile Plans (Prepaid),294.11289999999997,1,5
63248_Customer Group_1128,Security and Privacy,Cybersecurity Solutions,588.9312,2,5
63305_Customer Group_183,Broadband and Internet Services,4G Services,874.324,1,2
63305_Customer Group_183,Digital Transformation Services,Cloud and Hosting Services,437.6112,1,2
63305_Customer Group_183,Mobile Services,Mobile Plans (Postpaid),10307.2882,1,2
63305_Customer Group_183,Network and Infrastructure,Network Design Services,80.6728,1,2
63443_Customer Group_2279,Business Solutions,Digital Workspace Solutions,7432.56,1,3
63443_Customer Group_2279,Business Solutions,Workforce Management Solutions,166.98,1,3
63443_Customer Group_2279,Cloud and Hosting Services,Application Hosting Services,88.56,1,3
63443_Customer Group_2279,Security and Privacy,Access Control Solutions,1860.2905,2,3
63479_Customer Group_2897,Network and Infrastructure,Network Equipment Sales,1218.8159999999998,1,6
63501_Customer Group_98,Security and Privacy,Cybersecurity Solutions,287.684,1,5
63545_Customer Group_2898,IoT and Smart Solutions,Smart City Solutions,59.8288,1,9
63554_Customer Group_125,Network and Infrastructure,Network Monitoring Services,16322.135,11,6
63604_Customer Group_1282,Business Solutions,Contact Center Solutions,536.1939,1,5
63604_Customer Group_1282,Business Solutions,Workforce Management Solutions,500.071,1,5
63604_Customer Group_1282,Cloud and Hosting Services,Application Hosting Services,606.9,1,5
63604_Customer Group_1282,Cloud and Hosting Services,Platform as a Service (PaaS),177.0276,1,5
63604_Customer Group_1282,Communication Tools,Web Conferencing Services,128.3688,1,5
63604_Customer Group_1282,Data and Analytics,Predictive Analytics,424.50419999999997,2,5
63604_Customer Group_1282,IoT and Smart Solutions,Environmental Monitoring Services,4674.225200000001,3,5
63604_Customer Group_1282,Mobile Services,Family Mobile Plans,334.992,1,5
63604_Customer Group_1282,Mobile Services,Mobile Device Management (MDM),711.2162000000001,2,5
63604_Customer Group_1282,Mobile Services,Mobile Plans (Prepaid),55.836,1,5
63604_Customer Group_1282,Network and Infrastructure,Network Equipment Sales,449.22180000000003,2,5
63604_Customer Group_1282,Network and Infrastructure,Wholesale Telecom Services,111.642,1,5
63604_Customer Group_1282,Security and Privacy,Cybersecurity Solutions,5926.9436,8,5
63791_Customer Group_1594,Business Solutions,Contact Center Solutions,1803.975,9,3
63791_Customer Group_1594,Cloud and Hosting Services,Application Hosting Services,658.7040999999999,5,3
63791_Customer Group_1594,Security and Privacy,Network Security Solutions,14.2232,1,3
63897_Customer Group_2038,Business Solutions,Digital Workspace Solutions,1385.6148,3,4
63897_Customer Group_2038,Business Solutions,Managed IT Services,922.2883,4,4
63897_Customer Group_2038,Customer Support and Management,Customer Support Services,47075.0,2,4
63897_Customer Group_2038,Data and Analytics,Data Analytics Services,125.8484,1,4
63897_Customer Group_2038,Digital Transformation Services,Cloud Strategy and Migration,3830.4,1,4
63897_Customer Group_2038,Mobile Services,Mobile Plans (Prepaid),2071.8422,3,4
63897_Customer Group_2038,Network and Infrastructure,Network Design Services,1174.2,1,4
63897_Customer Group_2038,Network and Infrastructure,Wholesale Telecom Services,597.8,1,4
63897_Customer Group_2038,Security and Privacy,Network Security Solutions,1604.8464,2,4
63897_Customer Group_2038,Television and Entertainment,Mobile TV Services,9151.272,8,4
63897_Customer Group_2038,Television and Entertainment,Premium TV Channels,3011.3818,6,4
63920_Customer Group_2899,Mobile Services,Mobile Plans (Prepaid),15023.8059,2,2
63920_Customer Group_2899,Security and Privacy,Cybersecurity Solutions,314.262,1,2
63961_Customer Group_3181,Digital Transformation Services,Cloud Strategy and Migration,327.99150000000003,1,0
63961_Customer Group_3181,Mobile Services,Family Mobile Plans,106.488,1,0
63961_Customer Group_3181,Television and Entertainment,Mobile TV Services,363.749,2,0
64034_Customer Group_1153,Cloud and Hosting Services,Application Hosting Services,7283.1426,8,2
64034_Customer Group_1153,Communication Tools,Virtual Event Hosting,122.3515,2,2
64034_Customer Group_1153,Data and Analytics,Predictive Analytics,2209.4084000000003,6,2
64034_Customer Group_1153,Devices and Accessories,Data Center Equipment - Servers,214.2258,1,2
64034_Customer Group_1153,Digital Transformation Services,Remote Work Solutions,298.6042,2,2
64034_Customer Group_1153,Gaming and eSports,Live Streaming Services,1703.6671999999999,2,2
64034_Customer Group_1153,Mobile Services,Mobile Device Management (MDM),51406.6655,15,2
64034_Customer Group_1153,Mobile Services,Mobile Plans (Prepaid),434.9099,3,2
64034_Customer Group_1153,Network and Infrastructure,Carrier Services,855.964,1,2
64034_Customer Group_1153,Network and Infrastructure,Network Infrastructure Services,285.2532,1,2
64034_Customer Group_1153,Security and Privacy,Access Control Solutions,636.9876,1,2
64034_Customer Group_1153,Security and Privacy,Cybersecurity Solutions,3514.916,10,2
64034_Customer Group_1153,Security and Privacy,Network Security Solutions,141.69,3,2
64034_Customer Group_1153,Television and Entertainment,Over-the-Top (OTT) Services,112.9674,1,2
64034_Customer Group_1153,Television and Entertainment,Premium TV Channels,84.6489,1,2
64077_Customer Group_178,Business Solutions,Asset Tracking Solutions,103.74,1,4
64077_Customer Group_178,Business Solutions,Contact Center Solutions,423.4214,1,4
64077_Customer Group_178,Business Solutions,Managed IT Services,1244.5582,5,4
64077_Customer Group_178,Cloud and Hosting Services,Application Hosting Services,4289.1237,6,4
64077_Customer Group_178,Cloud and Hosting Services,Platform as a Service (PaaS),7191.3397,3,4
64077_Customer Group_178,Communication Tools,Web Conferencing Services,5081.4778,2,4
64077_Customer Group_178,Community and Social Platforms,Professional Networking Platforms,1572.461,1,4
64077_Customer Group_178,Data and Analytics,Data Analytics Services,3941.5628,7,4
64077_Customer Group_178,Data and Analytics,Predictive Analytics,788.1734,3,4
64077_Customer Group_178,Devices and Accessories,Data Center Equipment - Rack Solutions,2161.907,7,4
64077_Customer Group_178,Devices and Accessories,Data Center Equipment - Servers,373.1395,2,4
64077_Customer Group_178,Digital Transformation Services,Cloud Strategy and Migration,422.1025,1,4
64077_Customer Group_178,Digital Transformation Services,Cloud-native Development,620.4109,3,4
64077_Customer Group_178,IoT and Smart Solutions,Environmental Monitoring Services,18397.2313,5,4
64077_Customer Group_178,IoT and Smart Solutions,Smart City Solutions,108.1518,1,4
64077_Customer Group_178,Mobile Services,Family Mobile Plans,3654.6283,4,4
64077_Customer Group_178,Mobile Services,Mobile Device Management (MDM),9029.5664,8,4
64077_Customer Group_178,Mobile Services,Mobile Plans (Postpaid),3014.8768,2,4
64077_Customer Group_178,Mobile Services,Mobile Plans (Prepaid),2133.5558,7,4
64077_Customer Group_178,Network and Infrastructure,Carrier Services,3404.554,3,4
64077_Customer Group_178,Network and Infrastructure,Network Design Services,1208.5672,5,4
64077_Customer Group_178,Network and Infrastructure,Network Equipment Sales,2269.6032,1,4
64077_Customer Group_178,Network and Infrastructure,Network Infrastructure Services,884.752,1,4
64077_Customer Group_178,Network and Infrastructure,Wholesale Telecom Services,4379.3993,13,4
64077_Customer Group_178,Security and Privacy,Access Control Solutions,15869.576500000001,6,4
64077_Customer Group_178,Security and Privacy,Cybersecurity Solutions,7630.2617,9,4
64077_Customer Group_178,Security and Privacy,Network Security Solutions,453.106,3,4
64077_Customer Group_178,Television and Entertainment,Educational TV Channels,165.0101,2,4
64077_Customer Group_178,Television and Entertainment,Kids Entertainment Packages,2440.5904,5,4
64077_Customer Group_178,Television and Entertainment,Local TV Channels,584.2116,1,4
64077_Customer Group_178,Television and Entertainment,Mobile TV Services,748.9113,2,4
64077_Customer Group_178,Television and Entertainment,Over-the-Top (OTT) Services,453.5042,3,4
64077_Customer Group_178,Television and Entertainment,Premium TV Channels,2198.5607,8,4
64132_Customer Group_3744,Data and Analytics,Data Analytics Services,62.1978,1,2
64132_Customer Group_3744,Mobile Services,Mobile Device Management (MDM),675.5492,1,2
64132_Customer Group_3744,Television and Entertainment,Kids Entertainment Packages,590.846,1,2
64199_Customer Group_332,Business Solutions,Contact Center Solutions,2967.0408,1,4
64199_Customer Group_332,Cloud and Hosting Services,Application Hosting Services,27.6548,1,4
64199_Customer Group_332,Data and Analytics,Data Analytics Services,226.5892,2,4
64199_Customer Group_332,Data and Analytics,Predictive Analytics,710.2362,1,4
64199_Customer Group_332,Devices and Accessories,Data Center Equipment - Rack Solutions,134.4,1,4
64199_Customer Group_332,Devices and Accessories,Network switches,2971.3229,2,4
64199_Customer Group_332,Digital Transformation Services,Cloud Strategy and Migration,39.3904,1,4
64199_Customer Group_332,Gaming and eSports,Live Streaming Services,1083.78,1,4
64199_Customer Group_332,IoT and Smart Solutions,Fleet Management Solutions,6321.642400000001,5,4
64199_Customer Group_332,IoT and Smart Solutions,Smart City Solutions,794.2773,4,4
64199_Customer Group_332,Mobile Services,GPS Tracking Services,1037.7767,4,4
64199_Customer Group_332,Mobile Services,Mobile Plans (Prepaid),15151.2576,15,4
64199_Customer Group_332,Network and Infrastructure,Network Design Services,3781.6886,3,4
64199_Customer Group_332,Network and Infrastructure,Wholesale Telecom Services,10957.4246,5,4
64199_Customer Group_332,Security and Privacy,Cybersecurity Solutions,284.9,2,4
64199_Customer Group_332,Television and Entertainment,Kids Entertainment Packages,2351.3361,4,4
64199_Customer Group_332,Television and Entertainment,Mobile TV Services,70.9341,1,4
64199_Customer Group_332,Television and Entertainment,Movie Subscription Packages,315.6986,2,4
64218_Customer Group_916,Digital Transformation Services,Cloud and Hosting Services,3951.525,1,4
64218_Customer Group_916,Digital Transformation Services,Remote Work Solutions,496.584,1,4
64218_Customer Group_916,Mobile Services,Mobile Device Management (MDM),931.0,2,4
64218_Customer Group_916,Mobile Services,Mobile Plans (Prepaid),198.2512,1,4
64218_Customer Group_916,Network and Infrastructure,Carrier Services,484.5,1,4
64218_Customer Group_916,Network and Infrastructure,Network Infrastructure Services,2168.6301,1,4
64218_Customer Group_916,Network and Infrastructure,Wholesale Telecom Services,425.88759999999996,2,4
64218_Customer Group_916,Television and Entertainment,Smart TV Services,7.0074,1,4
64330_Customer Group_917,Devices and Accessories,Network switches,105.9692,1,8
64330_Customer Group_917,Television and Entertainment,Movie Subscription Packages,21.313,1,8
64373_Customer Group_1284,Broadband and Internet Services,5G Services,378.72,1,4
64373_Customer Group_1284,Business Solutions,Asset Tracking Solutions,1488.2792,3,4
64373_Customer Group_1284,Business Solutions,Digital Workspace Solutions,706.5652,2,4
64373_Customer Group_1284,Business Solutions,Workforce Management Solutions,3511.4003,3,4
64373_Customer Group_1284,Cloud and Hosting Services,Application Hosting Services,5295.0199999999995,25,4
64373_Customer Group_1284,Cloud and Hosting Services,Data Backup Services,3639.013,9,4
64373_Customer Group_1284,Communication Tools,Virtual Event Hosting,1240.5942,2,4
64373_Customer Group_1284,Community and Social Platforms,Professional Networking Platforms,6968.5491,4,4
64373_Customer Group_1284,Customer Support and Management,Customer Support Services,343.45799999999997,2,4
64373_Customer Group_1284,Data and Analytics,Predictive Analytics,204.3927,2,4
64373_Customer Group_1284,Devices and Accessories,Data Center Equipment - Servers,2438.3393,7,4
64373_Customer Group_1284,Gaming and eSports,Live Streaming Services,2832.555,2,4
64373_Customer Group_1284,IoT and Smart Solutions,Smart City Solutions,234.7191,2,4
64373_Customer Group_1284,Mobile Services,Family Mobile Plans,146.06060000000002,2,4
64373_Customer Group_1284,Mobile Services,GPS Tracking Services,3063.8882,2,4
